,ale_score,abe_score,u_score,seq_score,u_average,a_average,g_average,c_average,BSP,BSlen,sRNA_MFE,mRNA_MFE,FA,After_BSP_sRNA_Ale,After_BSP_sRNA_Abe,Before_BSP_sRNA_Ale,Before_BSP_sRNA_Abe,After_BSP_sRNA_len,Before_BSP_sRNA_len,HE,is_upreg
31,-0.3138915085,-0.1695581015,1.895833333,0.01452307692,0.3692307692,0.1384615385,0.2307692308,0.2615384615,12,10,0.0,0.0,77.99235738,0.3089569160997732,0.12222222222222223,inf,0.021230158730158728,18.0,36.0,-14.68,1
32,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-61,21,-0.6999999881,-0.6999999881,272.1138998,-0.11490683229813664,-0.27205882352941174,-0.3993126440600849,-0.20149999999999996,34.0,40.0,-19.06,1
33,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-10,24,-0.6999999881,0.0,348.2886017,-0.11490683229813664,-0.2569444444444444,-0.5017558790145119,-0.18163265306122453,36.0,35.0,-20.09,0
34,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,81,19,-0.6999999881,-1.600000024,227.067333,-0.11490683229813664,-0.27205882352941174,-0.3993126440600849,-0.18744186046511624,34.0,43.0,-14.69,0
35,-0.2847380191,-0.2310526316,3.288461538,0.02145263158,0.2736842105,0.2210526316,0.2421052632,0.2631578947,-8,20,-0.6999999881,-0.8000000119,250.7735131,-0.1432712215320911,-0.25,-0.3993126440600849,-0.2178378378378378,38.0,37.0,-18.11,0
36,-0.1585954922,-0.3874455446,2.280645161,0.02064356436,0.3069306931,0.2079207921,0.2574257426,0.2277227723,-1,8,0.0,0.0,54.77325852,-0.07874015748031496,-0.45357142857142857,-0.18339593209902336,-0.3596875,28.0,64.0,-13.68,0
37,-0.2257559326,-0.2955474453,1.957142857,0.02378832117,0.3576642336,0.2335766423,0.2262773723,0.1824817518,3,6,0.0,0.0,35.80900627,-0.04830917874396135,-0.575,-0.41372131124838496,-0.20623404255319147,36.0,94.0,-11.6,0
38,-0.1506143315,-0.3097222222,2.6,0.01989423077,0.2692307692,0.2307692308,0.2115384615,0.2884615385,648,8,0.0,0.0,54.95104088,-0.07874015748031496,-0.4096774193548387,-0.2598639455782313,-0.23818181818181816,62.0,33.0,-12.41,0
39,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,20,10,0.0,0.0,77.77813226,-0.16995015728551952,-0.28319327731092436,-0.21452145182079277,-0.3503515151515151,51.0,165.0,-10.22,0
40,-0.1857786886,-0.3443876652,2.751515152,0.008718061674,0.2907488987,0.2334801762,0.2643171806,0.2114537445,-86,11,0.0,-1.100000024,88.26471128,-0.16995015728551952,-0.30089285714285713,-0.21208354005061028,-0.3569341317365269,48.0,167.0,-17.91,1
41,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-36,7,0.0,0.0,44.94068429,-0.16452046926501493,-0.34019417475728153,1.0,1.0,103.0,0.0,-11.48,0
42,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-27,7,0.0,0.0,44.99427978,-0.16452046926501493,-0.34019417475728153,1.0,1.0,103.0,0.0,-11.37,0
43,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-35,9,0.0,0.0,65.16010152,-0.1820631064938967,-0.33638000000000007,1.0,1.0,100.0,0.0,-13.83,0
44,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-10,15,0.0,0.0,152.0669654,-0.13358564878437784,-0.3590534979423869,1.1904761904761905,0.026136363636363635,72.0,22.0,-19.15,0
45,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-23,15,0.0,0.0,149.8590545,-0.0849577014220721,-0.4939814814814815,-0.6681287030836801,-0.11829004329004328,54.0,42.0,-12.52,0
46,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-38,10,0.0,0.0,77.15164762,-0.0849577014220721,-0.485,-0.5612474976946498,-0.1324786324786325,55.0,45.0,-15.72,0
47,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,5,16,0.0,0.0,169.7613906,-0.13464836152217438,-0.34565517241379323,1.3095238095238095,0.01929824561403509,75.0,19.0,-14.9,0
48,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,1295,13,0.0,0.0,118.6958109,-0.0849577014220721,-0.485,-0.6681287030836801,-0.11829004329004328,55.0,42.0,-14.55,0
49,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-9,11,0.0,0.0,90.84567156,-0.0714012982054219,-0.55,-0.4991731945869571,-0.14161184210526315,51.0,48.0,-13.74,0
50,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-130,9,0.0,0.0,65.90669114,-0.17930751315957966,-0.3293469387755102,0.0,0.0,98.0,3.0,-16.96,0
51,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-26,11,0.0,0.0,88.92430975,-0.18208755421646827,-0.3396969696969697,1.0,1.0,99.0,0.0,-17.35,0
52,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-60,11,0.0,0.0,88.92384286,-0.18208755421646827,-0.3396969696969697,1.0,1.0,99.0,0.0,-19.95,0
53,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-115,9,0.0,0.0,64.57365356,-0.16748907124191462,-0.34225490196078434,1.0,1.0,102.0,0.0,-9.97,0
54,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-34,16,0.0,-0.6999999881,166.6738425,-0.0849577014220721,-0.4939814814814815,-0.6681287030836801,-0.11829004329004328,54.0,42.0,-16.7,0
55,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-54,11,0.0,0.0,90.79053351,-0.17960791924127825,-0.3254375,0.0,0.0,96.0,3.0,-22.08,0
56,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-14,14,0.0,0.0,134.6095894,-0.13700017113638474,-0.3796536796536797,1.3095238095238095,0.01929824561403509,77.0,19.0,-16.21,0
57,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,15,7,0.0,0.0,44.32082868,-0.09754253961926522,-0.4630952380952381,-0.498100724984892,-0.14161909704203424,56.0,47.0,-8.78,0
58,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-19,13,0.0,0.0,118.8712884,-0.13700017113638474,-0.3796536796536797,1.3095238095238095,0.01929824561403509,77.0,19.0,-16.22,0
59,-0.1787963795,-0.3388468468,2.22,0.01874774775,0.3603603604,0.2252252252,0.2342342342,0.1801801802,-9,6,0.0,0.0,35.8548464,-0.16452046926501493,-0.33692307692307694,1.0,1.0,104.0,0.0,-10.25,0
60,-0.2259885606,-0.2855462963,1.542857143,0.009958333333,0.2592592593,0.2546296296,0.1944444444,0.2916666667,-45,24,-5.900000095,-10.89999962,343.969848,-0.19466637088423366,-0.2932173913043479,0.0,0.0,184.0,7.0,-31.69,0
61,-0.3834615484,-0.2174444444,1.107692308,0.0007222222222,0.1805555556,0.2361111111,0.2777777778,0.3055555556,310,14,-0.8000000119,0.0,135.3729804,1.0,1.0,-0.3280938543831936,-0.2278726708074534,0.0,56.0,-11.88,0
62,-0.1687053532,-0.3150406504,3.188888889,0.004963414634,0.2195121951,0.3292682927,0.1951219512,0.256097561,-94,19,0.0,-2.700000048,225.1975602,-0.15619350859389663,-0.40516129032258064,1.0,1.0,62.0,0.0,-27.83,0
63,-0.1789217292,-0.3245950413,2.491176471,0.007595041322,0.2809917355,0.1983471074,0.2561983471,0.2644628099,831,23,-3.0,-3.200000048,319.9496198,-0.13361892665705122,-0.37943262411347517,-0.3430837445604038,-0.16901709401709403,47.0,52.0,-19.08,0
64,-0.1789217292,-0.3245950413,2.491176471,0.007595041322,0.2809917355,0.1983471074,0.2561983471,0.2644628099,1791,17,-0.1000000015,-0.5,187.5431681,-0.06896551724137931,-0.3717948717948718,-0.3061427021195303,-0.17948387096774188,39.0,62.0,-16.96,0
65,-0.1789217292,-0.3245950413,2.491176471,0.007595041322,0.2809917355,0.1983471074,0.2561983471,0.2644628099,-111,9,0.0,0.0,65.75541122,-0.20188419086371284,-0.2795348837209302,-0.22727272727272727,-0.35200000000000004,86.0,25.0,-14.26,1
66,-0.1593944025,-0.2411904762,1.75,0.0346,0.4,0.2142857143,0.1857142857,0.2,-103,9,0.0,0.0,65.93425452,-0.16736475379414176,-0.2595454545454546,1.0,1.0,60.0,0.0,-11.85,1
67,-0.1410815457,-0.2521551724,2.017391304,0.07560344828,0.3965517241,0.1206896552,0.1724137931,0.3103448276,613,11,0.0,0.0,90.92709915,-0.09354575163398693,-0.34888888888888886,0.0,0.0,45.0,2.0,-12.1,0
68,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,-9,22,-0.6000000238,-1.100000024,293.4916606,-0.11994211610174207,-0.34,0.28381642512077293,0.06266666666666666,40.0,25.0,-17.22,0
69,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,-49,6,0.0,0.0,35.99105296,0.15705838876570585,0.14912280701754388,-0.6845582143874639,-0.07964895635673623,19.0,62.0,-6.1,0
70,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,-10,9,0.0,0.0,63.56251504,-0.11994211610174207,-0.3578947368421053,inf,0.04727631578947369,38.0,38.0,-15.24,0
71,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,15,11,0.0,0.0,89.60645516,-0.21498138824645854,-0.20737500000000003,1.0,1.0,75.0,0.0,-11.04,0
72,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,-133,15,0.0,0.0,152.681235,-0.14488597821931157,-0.308641975308642,0.0,0.0,54.0,18.0,-12.85,0
73,-0.2376580791,-0.190091954,2.784,0.01765517241,0.2873563218,0.2873563218,0.1494252874,0.275862069,0,7,0.0,0.0,44.98630642,-0.20414459252933564,-0.23109452736318406,0.0,0.0,67.0,12.0,-9.72,0
74,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,7,15,0.0,0.0,151.6306532,-0.14896284964907833,-0.3802083333333333,-0.30476190476190473,-0.23399999999999999,48.0,25.0,-17.05,0
75,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,10,11,-1.0,-0.6000000238,89.19343239,-0.13602810769252285,-0.36532769556025363,-0.425847323408299,-0.13263888888888886,43.0,36.0,-16.97,0
76,-0.1587663521,-0.3111648352,1.93030303,0.04249450549,0.3626373626,0.2197802198,0.1868131868,0.2307692308,-118,22,0.0,-0.400000006,295.851768,-0.1455795477294601,-0.3425939572586588,0.0,0.0,59.0,9.0,-23.66,1
77,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,135,10,0.0,0.0,77.98869225,-0.18290607927416855,-0.23278688524590166,-0.3060536426739592,-0.22245714285714285,61.0,50.0,-11.51,0
78,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,-12,22,0.0,-3.099999905,296.6339602,-0.20287867749007535,-0.21140625000000002,-0.23570949996379348,-0.2784615384615385,64.0,39.0,-6.22,0
79,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,-18,12,0.0,0.0,103.4854451,-0.22383265695813512,-0.17697777777777776,-0.2635835271494545,-0.2624489795918367,75.0,35.0,-13.11,0
80,-0.2133468625,-0.2465770492,2.269767442,0.01616393443,0.3524590164,0.2049180328,0.2295081967,0.2131147541,13,7,0.0,0.0,44.99687523,-0.2084088519436179,-0.24474035087719298,1.0,1.0,114.0,0.0,-11.14,0
81,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,165,15,0.0,0.0,151.9448951,-0.21337436299269996,-0.22222222222222227,-0.19136113754560413,-0.31914503816793893,62.0,131.0,-13.22,0
82,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,-42,18,0.0,0.0,208.704441,-0.1725950206996178,-0.2796336206896552,-0.25376536913132874,-0.30168571428571433,116.0,70.0,-24.3,0
83,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,-25,17,0.0,0.0,189.5189661,-0.20143797139178435,-0.27111111111111114,-0.19136113754560413,-0.30741176470588233,45.0,136.0,-25.41,0
84,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,29,23,-0.200000003,-2.299999952,321.0527089,-0.06993006993006992,-0.446875,-0.1817938751874057,-0.2914437086092715,32.0,151.0,-22.44,0
85,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,-36,23,0.0,0.0,323.0769592,-0.20219190598795814,-0.27575757575757576,-0.19565287782680676,-0.30225714285714284,44.0,140.0,-17.41,0
86,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,4,18,0.0,0.0,208.5576916,-0.1812784524337802,-0.275231124807396,-0.25402891260301697,-0.29973529411764704,118.0,68.0,-17.93,0
87,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,333,20,0.0,0.0,251.6927038,-0.1725950206996178,-0.2796336206896552,-0.25376536913132874,-0.29743661971830987,116.0,71.0,-14.8,0
88,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,901,22,0.0,-1.399999976,297.8091116,-0.1725950206996178,-0.2796336206896552,-0.20112025658509589,-0.2943030303030303,116.0,66.0,-21.08,0
89,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,-31,21,0.0,0.0,273.5954272,-0.17108180356738048,-0.28221598877980364,-0.25402891260301697,-0.29973529411764704,115.0,68.0,-22.59,0
90,-0.1791774256,-0.2980194175,2.086075949,0.01813592233,0.3834951456,0.1893203883,0.2330097087,0.1941747573,4,13,0.0,0.0,119.7768907,-0.19818199988230195,-0.26988524590163937,-0.25376536913132874,-0.30168571428571433,122.0,70.0,-19.89,0
91,-0.1766710115,-0.3378714286,2.27027027,-0.01162142857,0.2642857143,0.2285714286,0.2571428571,0.25,-123,22,-1.5,-2.599999905,294.932674,-0.1443771050636683,-0.3962264150943397,-0.3462723464481776,-0.16941964285714284,53.0,64.0,-32.28,0
92,-0.2483727749,-0.2243061224,2.703448276,0.001816326531,0.2959183673,0.2857142857,0.2040816327,0.2142857143,-9,17,0.0,0.0,186.2408603,-0.07575757575757576,-0.4888888888888889,-0.4180254443412338,-0.15555555555555556,27.0,54.0,-16.5,0
93,-0.2483727749,-0.2243061224,2.703448276,0.001816326531,0.2959183673,0.2857142857,0.2040816327,0.2142857143,11,19,0.0,0.0,229.1884612,-0.07299270072992702,-0.45666666666666667,-0.32748732748732756,-0.18208333333333335,30.0,48.0,-18.49,0
94,-0.2483727749,-0.2243061224,2.703448276,0.001816326531,0.2959183673,0.2857142857,0.2040816327,0.2142857143,24,20,0.0,-2.599999905,248.1690306,-0.07575757575757576,-0.4888888888888889,-0.36814420147753485,-0.16250000000000003,27.0,52.0,-12.09,0
95,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,9,22,-0.200000003,0.0,293.636562,-0.2243436146165891,-0.3288461538461539,1.0,1.0,52.0,0.0,-16.35,0
96,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-34,14,0.0,-1.299999952,133.9801778,-0.22125303568030175,-0.3063636363636364,0.0,0.0,55.0,3.0,-18.04,0
97,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,754,13,0.0,-1.299999952,117.1942063,-0.22125303568030175,-0.3063636363636364,0.0,0.0,55.0,3.0,-17.36,0
98,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-20,15,0.0,0.0,152.5535956,-0.24085336739506027,-0.2616954474097331,0.0,0.0,49.0,7.0,-20.18,0
99,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,9,12,0.0,-0.400000006,101.9794577,-0.2243436146165891,-0.3288461538461539,0.0,0.0,52.0,6.0,-8.39,0
100,-0.2483727749,-0.2243061224,2.703448276,0.001816326531,0.2959183673,0.2857142857,0.2040816327,0.2142857143,-9,17,0.0,0.0,186.2408603,-0.07575757575757576,-0.4888888888888889,-0.4180254443412338,-0.15555555555555556,27.0,54.0,-16.5,0
101,-0.2483727749,-0.2243061224,2.703448276,0.001816326531,0.2959183673,0.2857142857,0.2040816327,0.2142857143,11,19,0.0,0.0,229.1884612,-0.07299270072992702,-0.45666666666666667,-0.32748732748732756,-0.18208333333333335,30.0,48.0,-18.49,0
102,-0.2483727749,-0.2243061224,2.703448276,0.001816326531,0.2959183673,0.2857142857,0.2040816327,0.2142857143,24,20,0.0,-2.599999905,248.1690306,-0.07575757575757576,-0.4888888888888889,-0.36814420147753485,-0.16250000000000003,27.0,52.0,-12.09,0
103,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,9,22,-0.200000003,0.0,293.636562,-0.2243436146165891,-0.3288461538461539,1.0,1.0,52.0,0.0,-16.35,0
104,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-34,14,0.0,-1.299999952,133.9801778,-0.22125303568030175,-0.3063636363636364,0.0,0.0,55.0,3.0,-18.04,0
105,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-34,14,0.0,-1.299999952,133.9801778,-0.22125303568030175,-0.3063636363636364,0.0,0.0,55.0,3.0,-18.04,0
106,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,754,13,0.0,-1.299999952,117.1942063,-0.22125303568030175,-0.3063636363636364,0.0,0.0,55.0,3.0,-17.36,0
107,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-20,15,0.0,0.0,152.5535956,-0.24085336739506027,-0.2616954474097331,0.0,0.0,49.0,7.0,-20.18,0
108,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-20,15,0.0,0.0,152.5535956,-0.24085336739506027,-0.2616954474097331,0.0,0.0,49.0,7.0,-20.18,0
109,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,9,12,0.0,-0.400000006,101.9794577,-0.2243436146165891,-0.3288461538461539,0.0,0.0,52.0,6.0,-8.39,0
110,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,2,21,-0.200000003,0.0,272.1043686,-0.2243436146165891,-0.33529411764705885,1.0,1.0,51.0,0.0,-14.43,0
111,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-52,17,0.0,-1.299999952,186.5435729,-0.22125303568030175,-0.3008928571428572,1.0,1.0,56.0,0.0,-12.53,0
112,-0.2722868882,-0.2312577833,1.904347826,0.03473972603,0.3150684932,0.2602739726,0.2054794521,0.2191780822,-52,17,0.0,-1.299999952,186.5435729,-0.22125303568030175,-0.3008928571428572,1.0,1.0,56.0,0.0,-12.53,0
113,-0.3044199274,-0.2083603604,2.323255814,0.03840540541,0.3873873874,0.2342342342,0.1711711712,0.2072072072,-29,15,0.0,0.0,152.5988467,-0.294781131632583,-0.21246315789473685,1.0,1.0,95.0,0.0,-19.59,0
114,-0.3044199274,-0.2083603604,2.323255814,0.03840540541,0.3873873874,0.2342342342,0.1711711712,0.2072072072,-29,15,0.0,0.0,152.5988467,-0.294781131632583,-0.21246315789473685,1.0,1.0,95.0,0.0,-19.59,0
115,-0.3044199274,-0.2083603604,2.323255814,0.03840540541,0.3873873874,0.2342342342,0.1711711712,0.2072072072,-29,15,0.0,0.0,152.5988467,-0.294781131632583,-0.21246315789473685,1.0,1.0,95.0,0.0,-19.59,0
116,-0.2089761546,-0.1450716846,1.771428571,0.0463655914,0.4516129032,0.1935483871,0.1182795699,0.2365591398,-1,13,0.0,0.0,119.0761908,-0.17267048691796175,-0.16535714285714284,1.0,1.0,80.0,0.0,-12.57,0
117,-0.2089761546,-0.1450716846,1.771428571,0.0463655914,0.4516129032,0.1935483871,0.1182795699,0.2365591398,-10,17,0.0,0.0,189.7781152,-0.15077739601874132,-0.2058974358974359,0.0,0.0,65.0,4.0,-16.47,0
118,-0.2089761546,-0.1450716846,1.771428571,0.0463655914,0.4516129032,0.1935483871,0.1182795699,0.2365591398,-10,17,0.0,0.0,189.7781152,-0.15077739601874132,-0.2058974358974359,0.0,0.0,65.0,4.0,-16.47,0
119,-0.2089761546,-0.1450716846,1.771428571,0.0463655914,0.4516129032,0.1935483871,0.1182795699,0.2365591398,1004,20,0.0,0.0,248.730137,-0.17267048691796175,-0.18897959183673468,0.0,0.0,70.0,2.0,-13.61,0
120,-0.1232095914,-0.3289650037,2.528,0.01889873418,0.3164556962,0.2784810127,0.2151898734,0.1898734177,-93,19,-3.900000095,-4.699999809,226.3395634,-0.09121984411473247,-0.35084745762711855,1.0,1.0,59.0,0.0,-30.27,0
121,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,452,21,-0.8999999762,-2.599999905,268.538415,-0.12734085128024722,-0.2725961538461539,0.29411764705882354,0.060714285714285714,52.0,14.0,-18.22,0
122,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,452,21,-0.8999999762,-2.599999905,268.538415,-0.12734085128024722,-0.2725961538461539,0.29411764705882354,0.060714285714285714,52.0,14.0,-18.22,0
123,-0.1646575497,-0.3102727273,2.346666667,0.02356818182,0.3409090909,0.1590909091,0.25,0.25,12,8,0.0,0.0,54.67599177,-0.1499700322273937,-0.3448523206751055,1.0,1.0,79.0,0.0,-13.46,0
124,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,141,12,0.0,0.0,104.6991556,-0.19593119056688016,-0.2636507936507937,0.0,0.0,63.0,6.0,-11.38,0
125,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,141,12,0.0,0.0,104.6991556,-0.19593119056688016,-0.2636507936507937,0.0,0.0,63.0,6.0,-11.38,0
126,-0.205523197,-0.2804091267,2.852173913,0.01075609756,0.2804878049,0.243902439,0.2682926829,0.2073170732,12,8,0.0,0.0,54.67599177,-0.21693862227754807,-0.27710371819960866,1.0,1.0,73.0,0.0,-13.46,0
127,-0.2641577522,-0.2108867925,2.355555556,0.02720754717,0.3396226415,0.2735849057,0.1886792453,0.1981132075,-35,11,-0.6000000238,0.0,89.27551069,-0.2774431384357198,-0.1930141843971631,-0.2284752284752285,-0.21666666666666667,60.0,34.0,-17.14,0
128,-0.2641577522,-0.2108867925,2.355555556,0.02720754717,0.3396226415,0.2735849057,0.1886792453,0.1981132075,-35,11,-0.6000000238,0.0,89.27551069,-0.2774431384357198,-0.1930141843971631,-0.2284752284752285,-0.21666666666666667,60.0,34.0,-17.14,0
129,-0.2641577522,-0.2108867925,2.355555556,0.02720754717,0.3396226415,0.2735849057,0.1886792453,0.1981132075,-35,11,-0.6000000238,0.0,89.27551069,-0.2774431384357198,-0.1930141843971631,-0.2284752284752285,-0.21666666666666667,60.0,34.0,-17.14,0
130,-0.2641577522,-0.2108867925,2.355555556,0.02720754717,0.3396226415,0.2735849057,0.1886792453,0.1981132075,-35,11,-0.6000000238,0.0,89.27551069,-0.2774431384357198,-0.1930141843971631,-0.2284752284752285,-0.21666666666666667,60.0,34.0,-17.14,0
131,-0.2641577522,-0.2108867925,2.355555556,0.02720754717,0.3396226415,0.2735849057,0.1886792453,0.1981132075,-110,17,-0.6000000238,-1.600000024,186.9286602,-0.24059708241170974,-0.219504132231405,-0.23734885803851322,-0.2109375,55.0,32.0,-15.16,1
132,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,-20,13,0.0,0.0,119.7158116,-0.15291544644634464,-0.2785714285714285,0.6487415456887496,0.04362745098039216,42.0,36.0,-13.81,0
133,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,-20,13,0.0,0.0,119.7158116,-0.15291544644634464,-0.2785714285714285,0.6487415456887496,0.04362745098039216,42.0,36.0,-13.81,0
134,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,925,24,-1.399999976,-0.1000000015,347.5241669,-0.18141788385221225,-0.22038461538461537,0.22660818713450293,0.12916666666666665,52.0,16.0,-14.66,0
135,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,925,24,-1.399999976,-0.1000000015,347.5241669,-0.18141788385221225,-0.22038461538461537,0.22660818713450293,0.12916666666666665,52.0,16.0,-14.66,0
136,-0.2628112068,-0.1550549451,1.516666667,0.05665934066,0.5274725275,0.1208791209,0.1868131868,0.1648351648,925,24,-1.399999976,-0.1000000015,347.5241669,-0.18141788385221225,-0.22038461538461537,0.22660818713450293,0.12916666666666665,52.0,16.0,-14.66,0
137,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,43,7,0.0,0.0,43.22544947,-0.17413311635474088,-0.2954225352112676,1.0,1.0,71.0,0.0,-14.31,0
138,-0.1789252124,-0.2783037975,1.843333333,0.06650632911,0.3797468354,0.1392405063,0.2151898734,0.2658227848,1378,17,-1.799999952,-1.600000024,186.8740156,0.0,0.0,-0.6420217189238929,-0.09481481481481481,15.0,45.0,-20.85,0
